03/19/18 17:33:15,0000,9176000,9167000,9176000,8699851.8008,21486.7654878
03/19/18 17:33:20,0000,9176000,9168000,9176000,8699857.7676,21486.76559678
03/19/18 17:33:25,0000,9176000,9167000,9168000,8699857.7676,21486.76559678
03/19/18 17:33:30,0000,9169000,9168000,9177000,8699900.3797,21490.59788035
03/19/18 17:33:36,0000,9177000,9169000,9175000,8699915.9566,21490.54958035
03/19/18 17:39:52,0000,9169000,9170000,9171000,8702096.9323,21492.41008417
03/19/18 17:39:57,0000,9170000,9170000,9171000,8702132.1256,21489.85638417
03/19/18 17:40:02,0000,9169000,9168000,9172000,8702150.8431,21488.43958417
03/19/18 17:42:31,0000,9185000,9184000,9187000,8703708.1096,21486.98144131
03/19/18 17:42:37,0000,9199000,9190000,9197000,8703874.6660,21496.00089602
03/19/18 17:42:42,0000,9200000,9191000,9197000,8704070.7712,21504.80800709
03/19/18 17:42:47,0000,9200000,9200000,9202000,8704350.1491,21526.7144723
03/19/18 17:42:52,0000,9209000,9209000,9210000,8704566.7673,21529.69859377
03/19/18 17:42:57,0000,9235000,9226000,9234000,8704956.3453,21536.73725213
03/19/18 17:43:02,0000,9228000,9226000,9227000,8705031.9555,21536.97437846
03/19/18 17:43:31,0000,9211000,9230000,9234000,8705777.0626,21547.46166989
03/19/18 17:43:36,0000,9232000,9231000,9234000,8705832.7928,21551.48956989
03/19/18 17:43:41,0000,9230000,9229000,9230000,8706005.2220,21549.74220374
03/19/18 17:43:46,0000,9230000,9230000,9234000,8706063.3430,21546.68501695
03/19/18 17:43:51,0000,9233000,9230000,9233000,8706156.0273,21541.93190374
03/19/18 17:43:56,0000,9230000,9225000,9229000,8706183.2494,21537.82188017
03/19/18 17:44:02,0000,9229000,9224000,9229000,8706245.4624,21533.40875634
03/19/18 17:44:07,0000,9230000,9224000,9230000,8706424.6157,21526.98304263
03/19/18 17:44:12,0000,9230000,9215000,9230000,8706533.0100,21527.51294263
03/19/18 17:44:33,0000,9237000,9236000,9240000,8706976.8340,21514.82899764
03/19/18 17:44:38,0000,9240000,9240000,9242000,8707013.9648,21515.21799764
03/19/18 17:44:44,0000,9240000,9241000,9242000,8707091.2532,21517.26779764
03/19/18 17:44:49,0000,9242000,9242000,9245000,8707109.8674,21517.16699764
03/19/18 17:44:54,0000,9243000,9243000,9245000,8707215.6823,21521.0632344
03/19/18 17:44:59,0000,9242000,9240000,9242000,8707281.1466,21521.50126274
03/19/18 17:45:04,0000,9240000,9234000,9242000,8707354.5145,21525.77386768
03/19/18 17:45:09,0000,9244000,9240000,9244000,8707394.7510,21524.34732728
03/19/18 17:45:15,0000,9240000,9233000,9243000,8707443.0142,21520.49288732
03/19/18 17:45:20,0000,9230000,9225000,9229000,8707604.2711,21528.21119509
03/19/18 17:45:25,0000,9231000,9221000,9229000,8707667.7988,21527.84819509
03/19/18 17:45:30,0000,9244000,9230000,9244000,8707840.0521,21510.1618995
03/19/18 17:45:36,0000,9244000,9231000,9242000,8707904.4276,21510.63299171
03/19/18 17:45:41,0000,9244000,9244000,9244000,8707946.8769,21511.88559171
03/19/18 17:45:46,0000,9229000,9220000,9230000,8708040.1911,21507.92495349
03/19/18 17:45:51,0000,9230000,9229000,9231000,8708074.1131,21506.55935349
03/19/18 17:46:25,0000,9239000,9237000,9242000,8708386.8088,21489.04703987
03/19/18 17:46:30,0000,9242000,9243000,9244000,8708462.6961,21489.84635349
03/19/18 17:46:35,0000,9245000,9239000,9245000,8708521.6906,21485.54585349
03/19/18 17:46:40,0000,9239000,9239000,9243000,8708589.1323,21488.57745349
03/19/18 17:46:46,0000,9246000,9245000,9247000,8708661.9386,21483.65025349
03/19/18 17:46:51,0000,9247000,9247000,9248000,8708743.2312,21481.17938873
03/19/18 17:46:56,0000,9247000,9247000,9248000,8708766.1119,21478.84188873
03/19/18 17:47:01,0000,9250000,9251000,9253000,8709148.7052,21494.58172773
03/19/18 17:47:06,0000,9250000,9255000,9255000,8709267.1387,21495.57360932
03/19/18 17:47:11,0000,9259000,9255000,9259000,8709506.6224,21497.98850762
03/19/18 17:47:16,0000,9253000,9256000,9255000,8709590.8886,21498.0998243
03/19/18 17:47:21,0000,9254000,9253000,9257000,8709661.4130,21501.89699005
03/19/18 17:47:27,0000,9250000,9250000,9253000,8709738.3962,21507.15619005
03/19/18 17:47:32,0000,9250000,9250000,9251000,8709867.2370,21514.09501238
03/19/18 17:47:37,0000,9250000,9250000,9251000,8709935.0326,21516.57401238
03/19/18 17:47:42,0000,9250000,9248000,9250000,8710036.6432,21521.78061238
03/19/18 17:47:47,0000,9248000,9245000,9247000,8710109.1478,21533.94771238
03/19/18 17:51:27,0000,9218000,9218000,9222000,8712843.2479,21545.15652775
03/19/18 17:51:32,0000,9221000,9216000,9222000,8712877.2180,21542.57540787
03/19/18 17:51:37,0000,9216000,9213000,9216000,8712970.6957,21543.44832796
03/19/18 17:51:43,0000,9216000,9212000,9213000,8713012.3261,21540.15992796
03/19/18 17:51:48,0000,9213000,9212000,9213000,8713024.2520,21540.46513178
03/19/18 17:51:53,0000,9216000,9213000,9216000,8713063.7467,21539.81973178
03/19/18 18:04:09,0000,9150000,9130000,9139000,8721965.2664,21735.60114349
03/19/18 18:04:14,0000,9098000,9100000,9130000,8722273.8768,21753.18254349
03/19/18 18:04:19,0000,9120000,9113000,9130000,8722373.4601,21761.27368347
03/19/18 18:04:25,0000,9080000,9102000,9112000,8722488.6991,21768.96218347
03/19/18 18:04:30,0000,9126000,9104000,9125000,8722567.9104,21772.81478347
03/19/18 18:04:35,0000,9117000,9112000,9125000,8722722.2669,21776.22449915
03/19/18 18:04:40,0000,9102000,9116000,9129000,8722818.6091,21778.66864625
03/19/18 18:04:45,0000,9105000,9102000,9112000,8722904.1748,21779.51694625
03/19/18 18:04:50,0000,9094000,9112000,9117000,8723004.2532,21781.2393084
03/19/18 18:04:55,0000,9120000,9104000,9112000,8723055.9546,21783.35624261
03/19/18 18:05:01,0000,9112000,9105000,9112000,8723080.4807,21782.95084261
03/19/18 18:10:59,0000,9100000,9095000,9100000,8726334.2720,21899.87707239
03/19/18 18:11:04,0000,9095000,9084000,9100000,8726356.9760,21900.21417239
03/19/18 18:11:09,0000,9099000,9083000,9095000,8726404.1881,21898.94857239
03/19/18 18:11:14,0000,9083000,9081000,9093000,8726425.3883,21898.30387239
03/19/18 18:11:19,0000,9081000,9082000,9095000,8726491.0350,21897.38242126
03/19/18 18:11:25,0000,9081000,9081000,9094000,8726523.2292,21899.20232126
03/19/18 18:11:30,0000,9081000,9062000,9095000,8726624.0595,21908.23632126
03/19/18 18:11:35,0000,9062000,9063000,9079000,8726645.8200,21907.66113819
03/19/18 18:11:40,0000,9084000,9063000,9079000,8726730.5839,21913.47312113
03/19/18 18:11:45,0000,9092000,9063000,9075000,8726814.6614,21920.68271983
03/19/18 18:11:50,0000,9075000,9064000,9075000,8726848.5984,21920.75781983
03/19/18 18:11:55,0000,9064000,9063000,9073000,8726924.9889,21924.50946385
03/19/18 18:12:01,0000,9051000,9050000,9073000,8726982.3331,21923.53316385
03/19/18 18:12:06,0000,9050000,9051000,9063000,8727012.9240,21925.75351983
03/19/18 18:12:11,0000,9050000,9050000,9051000,8727048.5375,21930.18811983
03/19/18 18:12:16,0000,9040000,9040000,9049000,8727154.6397,21934.96936385
03/19/18 18:12:21,0000,9032000,9032000,9040000,8727192.9320,21936.66786385
03/19/18 18:12:26,0000,9032000,9032000,9040000,8727232.5250,21938.99916385
03/19/18 18:12:31,0000,9030000,9030000,9034000,8727266.2116,21941.41176385
03/19/18 18:12:37,0000,9034000,9030000,9033000,8727314.8269,21945.62036385
